verse	token	lemma	pos
HEB 13.1	'[''ἡ'', ''φιλαδελφία'', ''μενέτω'']'	'[''ὁ'', ''φιλαδελφία'', ''μένω'']'	'[''DET'', ''NOUN'', ''VERB'']'
HEB 13.2	'[''τῆς'', ''φιλοξενίας'', ''μὴ'', ''ἐπιλανθάνεσθε'', ''διὰ'', ''ταύτης'', ''γὰρ'', ''ἔλαθόν'', ''τινες'', ''ξενίσαντες'', ''ἀγγέλους'']'	'[''ὁ'', ''φιλοξενία'', ''μή'', ''ἐπιλανθάνω'', ''διά'', ''οὗτος'', ''γάρ'', ''λανθάνω'', ''τίς'', ''ξενίζω'', ''ἄγγελος'']'	'[''DET'', ''NOUN'', ''ADV'', ''VERB'', ''PREP'', ''ADJ'', ''ADV'', ''VERB'', ''ADJ'', ''VERB'', ''NOUN'']'
HEB 13.3	'[''μιμνῄσκεσθε'', ''τῶν'', ''δεσμίων'', ''ὡς'', ''συνδεδεμένοι'', ''τῶν'', ''κακουχουμένων'', ''ὡς'', ''καὶ'', ''αὐτοὶ'', ''ὄντες'', ''ἐν'', ''σώματι'']'	'[''μιμνῄσκω'', ''ὁ'', ''δεσμίον'', ''ὡς'', ''συνδέομαι'', ''ὁ'', ''κακουχόω'', ''ὡς'', ''καί'', ''αὐτός'', ''εἰμί'', ''ἐν'', ''σῶμα'']'	'[''VERB'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''DET'', ''VERB'', ''ADV'', ''ADV'', ''ADJ'', ''VERB'', ''PREP'', ''NOUN'']'
HEB 13.4	'[''τίμιος'', ''ὁ'', ''γάμος'', ''ἐν'', ''πᾶσιν'', ''καὶ'', ''ἡ'', ''κοίτη'', ''ἀμίαντος'', ''πόρνους'', ''γὰρ'', ''καὶ'', ''μοιχοὺς'', ''κρινεῖ'', ''ὁ'', ''θεός'']'	'[''τίμιος'', ''ὁ'', ''γάμος'', ''ἐν'', ''πᾶς'', ''καί'', ''ὁ'', ''κοίτη'', ''ἀμίαντος'', ''πόρνοος'', ''γάρ'', ''καί'', ''μοιχός'', ''κρίνω'', ''ὁ'', ''θεός'']'	'[''ADJ'', ''DET'', ''NOUN'', ''PREP'', ''ADJ'', ''CON'', ''DET'', ''NOUN'', ''ADJ'', ''NOUN'', ''ADV'', ''CON'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'']'
HEB 13.5	'[''ἀφιλάργυρος'', ''ὁ'', ''τρόπος'', ''ἀρκούμενοι'', ''τοῖς'', ''παροῦσιν'', ''αὐτὸς'', ''γὰρ'', ''εἴρηκεν'', ''οὐ'', ''μή'', ''σε'', ''ἀνῶ'', ''οὐδ'', ''οὐ'', ''μή'', ''σε'', ''ἐγκαταλίπω'']'	'[''ἀφιλάργυρος'', ''ὁ'', ''τρόπος'', ''ἀρκέω'', ''ὁ'', ''πάρειμι'', ''αὐτός'', ''γάρ'', ''λέγω'', ''οὐ'', ''μή'', ''σύ'', ''ἀνέω'', ''οὐδ'', ''οὐ'', ''μή'', ''σύ'', ''ἐγκαταλίπω'']'	'[''ADJ'', ''DET'', ''NOUN'', ''VERB'', ''DET'', ''VERB'', ''PRON'', ''ADV'', ''VERB'', ''ADV'', ''ADV'', ''PRON'', ''ADV'', ''CON'', ''ADV'', ''ADV'', ''PRON'', ''VERB'']'
HEB 13.6	'[''ὥστε'', ''θαρροῦντας'', ''ἡμᾶς'', ''λέγειν'', ''κύριος'', ''ἐμοὶ'', ''βοηθός'', ''οὐ'', ''φοβηθήσομαι'', ''τί'', ''ποιήσει'', ''μοι'', ''ἄνθρωπος'']'	'[''ὥστε'', ''θαρσέω'', ''ἡμεῖς'', ''λέγω'', ''κύριος'', ''ἐγώ'', ''βοηθός'', ''οὐ'', ''φοβμεω'', ''τίς'', ''ποιέω'', ''ἐγώ'', ''ἄνθρωπος'']'	'[''ADV'', ''VERB'', ''PRON'', ''VERB'', ''NOUN'', ''PRON'', ''NOUN'', ''ADV'', ''VERB'', ''PRON'', ''VERB'', ''PRON'', ''NOUN'']'
HEB 13.7	'[''μνημονεύετε'', ''τῶν'', ''ἡγουμένων'', ''ὑμῶν'', ''οἵτινες'', ''ἐλάλησαν'', ''ὑμῖν'', ''τὸν'', ''λόγον'', ''τοῦ'', ''θεοῦ'', ''ὧν'', ''ἀναθεωροῦντες'', ''τὴν'', ''ἔκβασιν'', ''τῆς'', ''ἀναστροφῆς'', ''μιμεῖσθε'', ''τὴν'', ''πίστιν'']'	'[''μνημονεύω'', ''ὁ'', ''ἡγέομαι'', ''ὑμεῖς'', ''ὅστις'', ''λαλέω'', ''ὑμεῖς'', ''ὁ'', ''λόγος'', ''ὁ'', ''θεός'', ''ὅς'', ''ἀναθεωρέω'', ''ὁ'', ''ἔκβασις'', ''ὁ'', ''ἀναστροφή'', ''μιμεμαῖ'', ''ὁ'', ''πίστις'']'	'[''VERB'', ''DET'', ''VERB'', ''PRON'', ''PRON'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'']'
HEB 13.8	'[''ἰησοῦς'', ''χριστὸς'', ''ἐχθὲς'', ''καὶ'', ''σήμερον'', ''ὁ'', ''αὐτός'', ''καὶ'', ''εἰς'', ''τοὺς'', ''αἰῶνας'']'	'[''ἰησοῦς'', ''χριστός'', ''ἐχθές'', ''καί'', ''σήμερον'', ''ὁ'', ''αὐτός'', ''καί'', ''εἰς'', ''ὁ'', ''αἰών'']'	'[''PROPN'', ''PROPN'', ''ADV'', ''CON'', ''ADV'', ''DET'', ''ADJ'', ''CON'', ''PREP'', ''DET'', ''NOUN'']'
HEB 13.9	'[''διδαχαῖς'', ''ποικίλαις'', ''καὶ'', ''ξέναις'', ''μὴ'', ''παραφέρεσθε'', ''καλὸν'', ''γὰρ'', ''χάριτι'', ''βεβαιοῦσθαι'', ''τὴν'', ''καρδίαν'', ''οὐ'', ''βρώμασιν'', ''ἐν'', ''οἷς'', ''οὐκ'', ''ὠφελήθησαν'', ''οἱ'', ''περιπατοῦντες'']'	'[''διδαχή'', ''ποικίλος'', ''καί'', ''ξένος'', ''μή'', ''παραφέρω'', ''καλός'', ''γάρ'', ''χάρις'', ''βεβαιόω'', ''ὁ'', ''καρδία'', ''οὐ'', ''βρῶμα'', ''ἐν'', ''ὅς'', ''οὐ'', ''ὠφελέω'', ''ὁ'', ''περιπατέω'']'	'[''NOUN'', ''ADJ'', ''CON'', ''ADJ'', ''ADV'', ''VERB'', ''ADJ'', ''ADV'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''ADV'', ''NOUN'', ''PREP'', ''PRON'', ''ADV'', ''VERB'', ''DET'', ''VERB'']'
HEB 13.10	'[''ἔχομεν'', ''θυσιαστήριον'', ''ἐξ'', ''οὗ'', ''φαγεῖν'', ''οὐκ'', ''ἔχουσιν'', ''ἐξουσίαν'', ''οἱ'', ''τῇ'', ''σκηνῇ'', ''λατρεύοντες'']'	'[''ἔχω'', ''θυσιαστήριον'', ''ἐκ'', ''ὅς'', ''ἐσθίω'', ''οὐ'', ''ἔχω'', ''ἐξουσία'', ''ὁ'', ''ὁ'', ''σκηνή'', ''λατρεύω'']'	'[''VERB'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'', ''ADV'', ''VERB'', ''NOUN'', ''DET'', ''DET'', ''NOUN'', ''VERB'']'
HEB 13.11	'[''ὧν'', ''γὰρ'', ''εἰσφέρεται'', ''ζῴων'', ''τὸ'', ''αἷμα'', ''περὶ'', ''ἁμαρτίας'', ''εἰς'', ''τὰ'', ''ἅγια'', ''διὰ'', ''τοῦ'', ''ἀρχιερέως'', ''τούτων'', ''τὰ'', ''σώματα'', ''κατακαίεται'', ''ἔξω'', ''τῆς'', ''παρεμβολῆς'']'	'[''ὅς'', ''γάρ'', ''εἰσφέρω'', ''ζῷον'', ''ὁ'', ''αἷμα'', ''περί'', ''ἁμαρτία'', ''εἰς'', ''ὁ'', ''ἅγιος'', ''διά'', ''ὁ'', ''ἀρχιερεύς'', ''οὗτος'', ''ὁ'', ''σῶμα'', ''κατακαίω'', ''ἔξω'', ''ὁ'', ''παρεμβολή'']'	'[''PRON'', ''ADV'', ''VERB'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''NOUN'', ''PREP'', ''DET'', ''ADJ'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''DET'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'']'
HEB 13.12	'[''διὸ'', ''καὶ'', ''ἰησοῦς'', ''ἵνα'', ''ἁγιάσῃ'', ''διὰ'', ''τοῦ'', ''ἰδίου'', ''αἵματος'', ''τὸν'', ''λαόν'', ''ἔξω'', ''τῆς'', ''πύλης'', ''ἔπαθεν'']'	'[''διό'', ''καί'', ''ἰησοῦς'', ''ἵνα'', ''ἁγιάζω'', ''διά'', ''ὁ'', ''ἴδιος'', ''αἷμα'', ''ὁ'', ''λαός'', ''ἔξω'', ''ὁ'', ''πύλη'', ''πάσχω'']'	'[''ADV'', ''ADV'', ''PROPN'', ''CON'', ''VERB'', ''PREP'', ''DET'', ''ADJ'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''VERB'']'
HEB 13.13	'[''τοίνυν'', ''ἐξερχώμεθα'', ''πρὸς'', ''αὐτὸν'', ''ἔξω'', ''τῆς'', ''παρεμβολῆς'', ''τὸν'', ''ὀνειδισμὸν'', ''αὐτοῦ'', ''φέροντες'']'	'[''τοίνυν'', ''ἐξερχόμαι'', ''πρός'', ''αὐτός'', ''ἔξω'', ''ὁ'', ''παρεμβολή'', ''ὁ'', ''ὀνειδισμός'', ''αὐτός'', ''φέρω'']'	'[''ADV'', ''VERB'', ''PREP'', ''PRON'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''VERB'']'
HEB 13.14	'[''οὐ'', ''γὰρ'', ''ἔχομεν'', ''ὧδε'', ''μένουσαν'', ''πόλιν'', ''ἀλλὰ'', ''τὴν'', ''μέλλουσαν'', ''ἐπιζητοῦμεν'']'	'[''οὐ'', ''γάρ'', ''ἔχω'', ''ὧδε'', ''μένω'', ''πόλις'', ''ἀλλά'', ''ὁ'', ''μέλλω'', ''ἐπιζητέω'']'	'[''ADV'', ''ADV'', ''VERB'', ''ADV'', ''VERB'', ''NOUN'', ''CON'', ''DET'', ''VERB'', ''VERB'']'
HEB 13.15	'[''δι'', ''αὐτοῦ'', ''οὖν'', ''ἀναφέρωμεν'', ''θυσίαν'', ''αἰνέσεως'', ''διὰ'', ''παντὸς'', ''τῷ'', ''θεῷ'', ''τοῦτ'', ''ἔστιν'', ''καρπὸν'', ''χειλέων'', ''ὁμολογούντων'', ''τῷ'', ''ὀνόματι'', ''αὐτοῦ'']'	'[''διά'', ''αὐτός'', ''οὖν'', ''ἀναφέρω'', ''θυσία'', ''αἰνέσις'', ''διά'', ''πᾶς'', ''ὁ'', ''θεός'', ''τοῦτ'', ''εἰμί'', ''καρπός'', ''χειλέω'', ''ὁμολογέω'', ''ὁ'', ''ὄνομα'', ''αὐτός'']'	'[''PREP'', ''PRON'', ''ADV'', ''VERB'', ''NOUN'', ''NOUN'', ''PREP'', ''ADJ'', ''DET'', ''NOUN'', ''ADJ'', ''VERB'', ''NOUN'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''PRON'']'
HEB 13.16	'[''τῆς'', ''δὲ'', ''εὐποιΐας'', ''καὶ'', ''κοινωνίας'', ''μὴ'', ''ἐπιλανθάνεσθε'', ''τοιαύταις'', ''γὰρ'', ''θυσίαις'', ''εὐαρεστεῖται'', ''ὁ'', ''θεός'']'	'[''ὁ'', ''δέ'', ''εὐποιΐα'', ''καί'', ''κοινωνία'', ''μή'', ''ἑπιλανθάνω'', ''τοιοῦτος'', ''γάρ'', ''θυσία'', ''εὐαρεστέω'', ''ὁ'', ''θεός'']'	'[''DET'', ''ADV'', ''NOUN'', ''CON'', ''NOUN'', ''ADV'', ''VERB'', ''DET'', ''ADV'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'']'
HEB 13.17	'[''πείθεσθε'', ''τοῖς'', ''ἡγουμένοις'', ''ὑμῶν'', ''καὶ'', ''ὑπείκετε'', ''αὐτοὶ'', ''γὰρ'', ''ἀγρυπνοῦσιν'', ''ὑπὲρ'', ''τῶν'', ''ψυχῶν'', ''ὑμῶν'', ''ὡς'', ''λόγον'', ''ἀποδώσοντες'', ''ἵνα'', ''μετὰ'', ''χαρᾶς'', ''τοῦτο'', ''ποιῶσιν'', ''καὶ'', ''μὴ'', ''στενάζοντες'', ''ἀλυσιτελὲς'', ''γὰρ'', ''ὑμῖν'', ''τοῦτο'']'	'[''πείθω'', ''ὁ'', ''ἡγέομαι'', ''ὑμεῖς'', ''καί'', ''ὑπείκω'', ''αὐτός'', ''γάρ'', ''ἀγρυπνέωι'', ''ὑπέρ'', ''ὁ'', ''ψυχή'', ''ὑμεῖς'', ''ὡς'', ''λόγος'', ''ἀποδιδωμι'', ''ἵνα'', ''μετά'', ''χαρά'', ''οὗτος'', ''ποιέω'', ''καί'', ''μή'', ''στενάζω'', ''ἀλυσιτελής'', ''γάρ'', ''ὑμεῖς'', ''οὗτος'']'	'[''VERB'', ''DET'', ''VERB'', ''PRON'', ''CON'', ''VERB'', ''ADJ'', ''ADV'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''ADV'', ''NOUN'', ''VERB'', ''CON'', ''PREP'', ''NOUN'', ''ADJ'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''ADJ'', ''ADV'', ''PRON'', ''ADJ'']'
HEB 13.18	'[''προσεύχεσθε'', ''περὶ'', ''ἡμῶν'', ''πειθόμεθα'', ''γὰρ'', ''ὅτι'', ''καλὴν'', ''συνείδησιν'', ''ἔχομεν'', ''ἐν'', ''πᾶσιν'', ''καλῶς'', ''θέλοντες'', ''ἀναστρέφεσθαι'']'	'[''προσεύχομαι'', ''περί'', ''ἡμεῖς'', ''πείθω'', ''γάρ'', ''ὅτι'', ''καλός'', ''συνείδησις'', ''ἔχω'', ''ἐν'', ''πᾶς'', ''καλῶς'', ''ἐθέλω'', ''ἀναστρέφω'']'	'[''VERB'', ''PREP'', ''PRON'', ''VERB'', ''ADV'', ''CON'', ''ADJ'', ''NOUN'', ''VERB'', ''PREP'', ''ADJ'', ''ADV'', ''VERB'', ''VERB'']'
HEB 13.19	'[''περισσοτέρως'', ''δὲ'', ''παρακαλῶ'', ''τοῦτο'', ''ποιῆσαι'', ''ἵνα'', ''τάχιον'', ''ἀποκατασταθῶ'', ''ὑμῖν'']'	'[''περισσῶς'', ''δέ'', ''παρακαλέω'', ''οὗτος'', ''ποιέω'', ''ἵνα'', ''ταχέως'', ''ἀποκαθιστημι'', ''ὑμεῖς'']'	'[''ADV'', ''ADV'', ''VERB'', ''ADJ'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''PRON'']'
HEB 13.20	'[''ὁ'', ''δὲ'', ''θεὸς'', ''τῆς'', ''εἰρήνης'', ''ὁ'', ''ἀναγαγὼν'', ''ἐκ'', ''νεκρῶν'', ''τὸν'', ''ποιμένα'', ''τῶν'', ''προβάτων'', ''τὸν'', ''μέγαν'', ''ἐν'', ''αἵματι'', ''διαθήκης'', ''αἰωνίου'', ''τὸν'', ''κύριον'', ''ἡμῶν'', ''ἰησοῦν'']'	'[''ὁ'', ''δέ'', ''θεός'', ''ὁ'', ''εἰρήνη'', ''ὁ'', ''ἀνάγω'', ''ἐκ'', ''νεκρός'', ''ὁ'', ''ποιμήν'', ''ὁ'', ''πρόβατον'', ''ὁ'', ''μέγας'', ''ἐν'', ''αἷμα'', ''διαθήκη'', ''αἰώνιος'', ''ὁ'', ''κύριος'', ''ἡμεῖς'', ''ἰησοῦς'']'	'[''DET'', ''ADV'', ''NOUN'', ''DET'', ''NOUN'', ''DET'', ''VERB'', ''PREP'', ''ADJ'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''DET'', ''ADJ'', ''PREP'', ''NOUN'', ''NOUN'', ''ADJ'', ''DET'', ''NOUN'', ''PRON'', ''PROPN'']'
HEB 13.21	'[''καταρτίσαι'', ''ὑμᾶς'', ''ἐν'', ''παντὶ'', ''ἀγαθῷ'', ''εἰς'', ''τὸ'', ''ποιῆσαι'', ''τὸ'', ''θέλημα'', ''αὐτοῦ'', ''ποιῶν'', ''ἐν'', ''ἡμῖν'', ''τὸ'', ''εὐάρεστον'', ''ἐνώπιον'', ''αὐτοῦ'', ''διὰ'', ''ἰησοῦ'', ''χριστοῦ'', ''ᾧ'', ''ἡ'', ''δόξα'', ''εἰς'', ''τοὺς'', ''αἰῶνας'', ''ἀμήν'']'	'[''καταρτίζω'', ''ὑμεῖς'', ''ἐν'', ''πᾶς'', ''ἀγαθός'', ''εἰς'', ''ὁ'', ''ποιέω'', ''ὁ'', ''θέλημα'', ''αὐτός'', ''ποιέω'', ''ἐν'', ''ἡμεῖς'', ''ὁ'', ''εὐάρεστος'', ''ἐνώπιον'', ''αὐτός'', ''διά'', ''ἰησοῦς'', ''χριστός'', ''ὅς'', ''ὁ'', ''δόξα'', ''εἰς'', ''ὁ'', ''αἰών'', ''ἀμήν'']'	'[''VERB'', ''PRON'', ''PREP'', ''DET'', ''ADJ'', ''PREP'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''PREP'', ''PRON'', ''DET'', ''ADJ'', ''PREP'', ''PRON'', ''PREP'', ''PROPN'', ''PROPN'', ''PRON'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''INTJ'']'
HEB 13.22	'[''παρακαλῶ'', ''δὲ'', ''ὑμᾶς'', ''ἀδελφοί'', ''ἀνέχεσθε'', ''τοῦ'', ''λόγου'', ''τῆς'', ''παρακλήσεως'', ''καὶ'', ''γὰρ'', ''διὰ'', ''βραχέων'', ''ἐπέστειλα'', ''ὑμῖν'']'	'[''παρακαλέω'', ''δέ'', ''ὑμεῖς'', ''ἀδελφός'', ''ἀνέχω'', ''ὁ'', ''λόγος'', ''ὁ'', ''παράκλησις'', ''καί'', ''γάρ'', ''διά'', ''βράχος'', ''ἐπιστέλλω'', ''ὑμεῖς'']'	'[''VERB'', ''ADV'', ''PRON'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''ADV'', ''PREP'', ''NOUN'', ''VERB'', ''PRON'']'
HEB 13.23	'[''γινώσκετε'', ''τὸν'', ''ἀδελφὸν'', ''ἡμῶν'', ''τιμόθεον'', ''ἀπολελυμένον'', ''μεθ'', ''οὗ'', ''ἐὰν'', ''τάχιον'', ''ἔρχηται'', ''ὄψομαι'', ''ὑμᾶς'']'	'[''γιγνώσκω'', ''ὁ'', ''ἀδελφός'', ''ἡμεῖς'', ''τιμόθεος'', ''ἀπολθω'', ''μετά'', ''ὅς'', ''ἐάν'', ''ταχέως'', ''ἔρχομαι'', ''ὁράω'', ''ὑμεῖς'']'	'[''VERB'', ''DET'', ''NOUN'', ''PRON'', ''PROPN'', ''VERB'', ''PREP'', ''PRON'', ''ADV'', ''ADV'', ''VERB'', ''VERB'', ''PRON'']'
HEB 13.24	'[''ἀσπάσασθε'', ''πάντας'', ''τοὺς'', ''ἡγουμένους'', ''ὑμῶν'', ''καὶ'', ''πάντας'', ''τοὺς'', ''ἁγίους'', ''ἀσπάζονται'', ''ὑμᾶς'', ''οἱ'', ''ἀπὸ'', ''τῆς'', ''ἰταλίας'']'	'[''ἀσπάζομαι'', ''πᾶς'', ''ὁ'', ''ἡγέομαι'', ''ὑμεῖς'', ''καί'', ''πᾶς'', ''ὁ'', ''ἅγιος'', ''ἀσπάζομαι'', ''ὑμεῖς'', ''ὁ'', ''ἀπό'', ''ὁ'', ''ἰταλία'']'	'[''VERB'', ''DET'', ''DET'', ''VERB'', ''PRON'', ''CON'', ''DET'', ''DET'', ''ADJ'', ''VERB'', ''PRON'', ''DET'', ''PREP'', ''DET'', ''PROPN'']'
HEB 13.25	'[''ἡ'', ''χάρις'', ''μετὰ'', ''πάντων'', ''ὑμῶν'']'	'[''ὁ'', ''χάρις'', ''μετά'', ''πᾶς'', ''ὑμεῖς'']'	'[''DET'', ''NOUN'', ''PREP'', ''DET'', ''PRON'']'
1PET 3.5	'[''οὕτως'', ''γάρ'', ''ποτε'', ''καὶ'', ''αἱ'', ''ἅγιαι'', ''γυναῖκες'', ''αἱ'', ''ἐλπίζουσαι'', ''εἰς'', ''θεὸν'', ''ἐκόσμουν'', ''ἑαυτάς'', ''ὑποτασσόμεναι'', ''τοῖς'', ''ἰδίοις'', ''ἀνδράσιν'']'	'[''οὕτως'', ''γάρ'', ''ποτε'', ''καί'', ''ὁ'', ''ἅγια'', ''γυνή'', ''ὁ'', ''ἐλπίζω'', ''εἰς'', ''θεός'', ''κοσμέω'', ''ἑαυτοῦ'', ''ὑποτασσω'', ''ὁ'', ''ἴδιος'', ''ἀνήρ'']'	'[''ADV'', ''ADV'', ''ADV'', ''ADV'', ''DET'', ''ADJ'', ''NOUN'', ''DET'', ''VERB'', ''PREP'', ''NOUN'', ''VERB'', ''PRON'', ''VERB'', ''DET'', ''ADJ'', ''NOUN'']'
1PET 3.6	'[''ὡς'', ''σάρρα'', ''ὑπήκουσεν'', ''τῷ'', ''ἀβραάμ'', ''κύριον'', ''αὐτὸν'', ''καλοῦσα'', ''ἧς'', ''ἐγενήθητε'', ''τέκνα'', ''ἀγαθοποιοῦσαι'', ''καὶ'', ''μὴ'', ''φοβούμεναι'', ''μηδεμίαν'', ''πτόησιν'']'	'[''ὡς'', ''σάρρος'', ''ὑπακούω'', ''ὁ'', ''ἀβραάμ'', ''κύριος'', ''αὐτός'', ''καλέω'', ''ὅς'', ''γίγνομαι'', ''τέκνον'', ''ἀγαθοποιέω'', ''καί'', ''μή'', ''φοβέω'', ''μηδείς'', ''πτόησις'']'	'[''CON'', ''PROPN'', ''VERB'', ''DET'', ''PROPN'', ''NOUN'', ''PRON'', ''VERB'', ''PRON'', ''VERB'', ''NOUN'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''DET'', ''NOUN'']'
1PET 3.7	'[''οἱ'', ''ἄνδρες'', ''ὁμοίως'', ''συνοικοῦντες'', ''κατὰ'', ''γνῶσιν'', ''ὡς'', ''ἀσθενεστέρῳ'', ''σκεύει'', ''τῷ'', ''γυναικείῳ'', ''ἀπονέμοντες'', ''τιμήν'', ''ὡς'', ''καὶ'', ''συγκληρονόμοις'', ''χάριτος'', ''ζωῆς'', ''εἰς'', ''τὸ'', ''μὴ'', ''ἐγκόπτεσθαι'', ''τὰς'', ''προσευχὰς'', ''ὑμῶν'']'	'[''ὁ'', ''ἀνήρ'', ''ὁμοίως'', ''συνοικέω'', ''κατά'', ''γνῶσις'', ''ὡς'', ''ἀσθενής'', ''σκεῦος'', ''ὁ'', ''γυναικεῖος'', ''ἀπονέμω'', ''τιμή'', ''ὡς'', ''καί'', ''συγκληρονόμος'', ''χάρις'', ''ζωή'', ''εἰς'', ''ὁ'', ''μή'', ''ἐγκόπτομαι'', ''ὁ'', ''προσευχή'', ''ὑμεῖς'']'	'[''DET'', ''NOUN'', ''ADV'', ''VERB'', ''PREP'', ''NOUN'', ''ADV'', ''ADJ'', ''NOUN'', ''DET'', ''ADJ'', ''VERB'', ''NOUN'', ''ADV'', ''ADV'', ''ADJ'', ''NOUN'', ''NOUN'', ''PREP'', ''DET'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''PRON'']'
1PET 3.8	'[''τὸ'', ''δὲ'', ''τέλος'', ''πάντες'', ''ὁμόφρονες'', ''συμπαθεῖς'', ''φιλάδελφοι'', ''εὔσπλαγχνοι'', ''ταπεινόφρονες'']'	'[''ὁ'', ''δέ'', ''τέλος'', ''πᾶς'', ''ὁμόφρων'', ''συμπαθέω'', ''φιλάδελφος'', ''εὔσπλαγχνος'', ''ταπεινόφρων'']'	'[''DET'', ''ADV'', ''NOUN'', ''ADJ'', ''ADJ'', ''ADJ'', ''ADJ'', ''ADJ'', ''ADJ'']'
1PET 3.9	'[''μὴ'', ''ἀποδιδόντες'', ''κακὸν'', ''ἀντὶ'', ''κακοῦ'', ''ἢ'', ''λοιδορίαν'', ''ἀντὶ'', ''λοιδορίας'', ''τοὐναντίον'', ''δὲ'', ''εὐλογοῦντες'', ''ὅτι'', ''εἰς'', ''τοῦτο'', ''ἐκλήθητε'', ''ἵνα'', ''εὐλογίαν'', ''κληρονομήσητε'']'	'[''μή'', ''ἀποδίδωμι'', ''κακός'', ''ἀντί'', ''κακός'', ''ἤ'', ''λοιδορία'', ''ἀντί'', ''λοιδορία'', ''ἐναντίος'', ''δέ'', ''εὐλογέω'', ''ὅτι'', ''εἰς'', ''οὗτος'', ''καλέω'', ''ἵνα'', ''εὐλογία'', ''κληρονομέω'']'	'[''ADV'', ''VERB'', ''ADJ'', ''PREP'', ''ADJ'', ''CON'', ''NOUN'', ''PREP'', ''NOUN'', ''ADJ'', ''ADV'', ''VERB'', ''CON'', ''PREP'', ''ADJ'', ''VERB'', ''CON'', ''NOUN'', ''VERB'']'
1PET 3.10	'[''ὁ'', ''γὰρ'', ''θέλων'', ''ζωὴν'', ''ἀγαπᾶν'', ''καὶ'', ''ἰδεῖν'', ''ἡμέρας'', ''ἀγαθὰς'', ''παυσάτω'', ''τὴν'', ''γλῶσσαν'', ''ἀπὸ'', ''κακοῦ'', ''καὶ'', ''χείλη'', ''τοῦ'', ''μὴ'', ''λαλῆσαι'', ''δόλον'']'	'[''ὁ'', ''γάρ'', ''ἐθέλω'', ''ζωή'', ''ἀγαπάω'', ''καί'', ''ὁράω'', ''ἡμέρα'', ''ἀγαθός'', ''παυσάω'', ''ὁ'', ''γλῶσσα'', ''ἀπό'', ''κακός'', ''καί'', ''χεῖλος'', ''ὁ'', ''μή'', ''λαλέω'', ''δόλος'']'	'[''DET'', ''ADV'', ''VERB'', ''NOUN'', ''VERB'', ''CON'', ''VERB'', ''NOUN'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''PREP'', ''ADJ'', ''CON'', ''NOUN'', ''DET'', ''ADV'', ''VERB'', ''NOUN'']'
1PET 3.11	'[''ἐκκλινάτω'', ''δὲ'', ''ἀπὸ'', ''κακοῦ'', ''καὶ'', ''ποιησάτω'', ''ἀγαθόν'', ''ζητησάτω'', ''εἰρήνην'', ''καὶ'', ''διωξάτω'', ''αὐτήν'']'	'[''ἐκκλίνω'', ''δέ'', ''ἀπό'', ''κακός'', ''καί'', ''ποιέω'', ''ἀγαθός'', ''ζητέω'', ''εἰρήνη'', ''καί'', ''διωκω'', ''αὐτός'']'	'[''VERB'', ''ADV'', ''PREP'', ''ADJ'', ''CON'', ''VERB'', ''ADJ'', ''VERB'', ''NOUN'', ''CON'', ''VERB'', ''PRON'']'
