verse	token	lemma	pos
1PET 3.12	'[''ὅτι'', ''ὀφθαλμοὶ'', ''κυρίου'', ''ἐπὶ'', ''δικαίους'', ''καὶ'', ''ὦτα'', ''αὐτοῦ'', ''εἰς'', ''δέησιν'', ''αὐτῶν'', ''πρόσωπον'', ''δὲ'', ''κυρίου'', ''ἐπὶ'', ''ποιοῦντας'', ''κακά'']'	'[''ὅτι'', ''ὀφθαλμός'', ''κύριος'', ''ἐπί'', ''δίκαιος'', ''καί'', ''οὖς'', ''αὐτός'', ''εἰς'', ''δέησις'', ''αὐτός'', ''πρόσωπον'', ''δέ'', ''κύριος'', ''ἐπί'', ''ποιέω'', ''κακός'']'	'[''ADV'', ''NOUN'', ''NOUN'', ''PREP'', ''ADJ'', ''CON'', ''NOUN'', ''PRON'', ''PREP'', ''NOUN'', ''PRON'', ''NOUN'', ''ADV'', ''NOUN'', ''PREP'', ''VERB'', ''ADJ'']'
1PET 3.13	'[''καὶ'', ''τίς'', ''ὁ'', ''κακώσων'', ''ὑμᾶς'', ''ἐὰν'', ''τοῦ'', ''ἀγαθοῦ'', ''ζηλωταὶ'', ''γένησθε'']'	'[''καί'', ''τίς'', ''ὁ'', ''κακόω'', ''ὑμεῖς'', ''ἐάν'', ''ὁ'', ''ἀγαθός'', ''ζηλωτής'', ''γίγνομαι'']'	'[''CON'', ''PRON'', ''DET'', ''VERB'', ''PRON'', ''CON'', ''DET'', ''ADJ'', ''NOUN'', ''VERB'']'
1PET 3.14	'[''ἀλλ'', ''εἰ'', ''καὶ'', ''πάσχοιτε'', ''διὰ'', ''δικαιοσύνην'', ''μακάριοι'', ''τὸν'', ''δὲ'', ''φόβον'', ''αὐτῶν'', ''μὴ'', ''φοβηθῆτε'', ''μηδὲ'', ''ταραχθῆτε'']'	'[''ἀλλά'', ''εἰ'', ''καί'', ''πάσχνω'', ''διά'', ''δικαιοσύνη'', ''μακάριος'', ''ὁ'', ''δέ'', ''φόβος'', ''αὐτός'', ''μή'', ''φοβέω'', ''μηδέ'', ''ταραχθέω'']'	'[''CON'', ''CON'', ''ADV'', ''VERB'', ''PREP'', ''NOUN'', ''ADJ'', ''DET'', ''ADV'', ''NOUN'', ''PRON'', ''ADV'', ''VERB'', ''CON'', ''VERB'']'
1PET 3.15	'[''κύριον'', ''δὲ'', ''τὸν'', ''χριστὸν'', ''ἁγιάσατε'', ''ἐν'', ''ταῖς'', ''καρδίαις'', ''ὑμῶν'', ''ἕτοιμοι'', ''ἀεὶ'', ''πρὸς'', ''ἀπολογίαν'', ''παντὶ'', ''τῷ'', ''αἰτοῦντι'', ''ὑμᾶς'', ''λόγον'', ''περὶ'', ''τῆς'', ''ἐν'', ''ὑμῖν'', ''ἐλπίδος'']'	'[''κύριος'', ''δέ'', ''ὁ'', ''χριστός'', ''ἁγιάω'', ''ἐν'', ''ὁ'', ''καρδία'', ''ὑμεῖς'', ''ἕτοιμος'', ''ἀεί'', ''πρός'', ''ἀπολογία'', ''πᾶς'', ''ὁ'', ''αἰτέω'', ''ὑμεῖς'', ''λόγος'', ''περί'', ''ὁ'', ''ἐν'', ''ὑμεῖς'', ''ἐλπίς'']'	'[''NOUN'', ''ADV'', ''DET'', ''PROPN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''PRON'', ''ADJ'', ''ADV'', ''PREP'', ''NOUN'', ''DET'', ''DET'', ''VERB'', ''PRON'', ''NOUN'', ''PREP'', ''DET'', ''PREP'', ''PRON'', ''NOUN'']'
1PET 3.16	'[''ἀλλὰ'', ''μετὰ'', ''πραΰτητος'', ''καὶ'', ''φόβου'', ''συνείδησιν'', ''ἔχοντες'', ''ἀγαθήν'', ''ἵνα'', ''ἐν'', ''ᾧ'', ''καταλαλεῖσθε'', ''καταισχυνθῶσιν'', ''οἱ'', ''ἐπηρεάζοντες'', ''ὑμῶν'', ''τὴν'', ''ἀγαθὴν'', ''ἐν'', ''χριστῷ'', ''ἀναστροφήν'']'	'[''ἀλλά'', ''μετά'', ''πραΰτητος'', ''καί'', ''φόβος'', ''συνείδησις'', ''ἔχω'', ''ἀγαθός'', ''ἵνα'', ''ἐν'', ''ὅς'', ''καταλαλέω'', ''καταισχύνω'', ''ὁ'', ''ἐπηρεάζω'', ''ὑμεῖς'', ''ὁ'', ''ἀγαθός'', ''ἐν'', ''χριστός'', ''ἀναστροφή'']'	'[''CON'', ''PREP'', ''NOUN'', ''CON'', ''NOUN'', ''NOUN'', ''VERB'', ''ADJ'', ''CON'', ''PREP'', ''PRON'', ''VERB'', ''VERB'', ''DET'', ''VERB'', ''PRON'', ''DET'', ''ADJ'', ''PREP'', ''PROPN'', ''NOUN'']'
1PET 3.17	'[''κρεῖττον'', ''γὰρ'', ''ἀγαθοποιοῦντας'', ''εἰ'', ''θέλοι'', ''τὸ'', ''θέλημα'', ''τοῦ'', ''θεοῦ'', ''πάσχειν'', ''ἢ'', ''κακοποιοῦντας'']'	'[''ἀγαθος'', ''γάρ'', ''ἀγαθοποιόω'', ''εἰ'', ''ἐθέλω'', ''ὁ'', ''θέλημα'', ''ὁ'', ''θεός'', ''πάσχω'', ''ἤ'', ''κακοποιέω'']'	'[''ADJ'', ''ADV'', ''VERB'', ''CON'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'', ''ADV'', ''VERB'']'
1PET 3.18	'[''ὅτι'', ''καὶ'', ''χριστὸς'', ''ἅπαξ'', ''περὶ'', ''ἁμαρτιῶν'', ''ἔπαθεν'', ''δίκαιος'', ''ὑπὲρ'', ''ἀδίκων'', ''ἵνα'', ''ὑμᾶς'', ''προσαγάγῃ'', ''τῷ'', ''θεῷ'', ''θανατωθεὶς'', ''μὲν'', ''σαρκὶ'', ''ζῳοποιηθεὶς'', ''δὲ'', ''πνεύματι'']'	'[''ὅτι'', ''καί'', ''χριστός'', ''ἅπαξ'', ''περί'', ''ἁμαρτία'', ''πάσχω'', ''δίκαιος'', ''ὑπέρ'', ''ἄδικος'', ''ἵνα'', ''ὑμεῖς'', ''προσάγω'', ''ὁ'', ''θεός'', ''θανατόω'', ''μέν'', ''σάρξ'', ''ζῳοποιέω'', ''δέ'', ''πνεῦμα'']'	'[''ADV'', ''ADV'', ''PROPN'', ''ADV'', ''PREP'', ''NOUN'', ''VERB'', ''ADJ'', ''PREP'', ''VERB'', ''CON'', ''PRON'', ''VERB'', ''DET'', ''NOUN'', ''VERB'', ''ADV'', ''NOUN'', ''VERB'', ''ADV'', ''NOUN'']'
1PET 3.19	'[''ἐν'', ''ᾧ'', ''καὶ'', ''τοῖς'', ''ἐν'', ''φυλακῇ'', ''πνεύμασιν'', ''πορευθεὶς'', ''ἐκήρυξεν'']'	'[''ἐν'', ''ὅς'', ''καί'', ''ὁ'', ''ἐν'', ''φυλακή'', ''πνεῦμα'', ''πορεύομαι'', ''κηρύσσω'']'	'[''PREP'', ''PRON'', ''ADV'', ''DET'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'', ''VERB'']'
1PET 3.20	'[''ἀπειθήσασίν'', ''ποτε'', ''ὅτε'', ''ἀπεξεδέχετο'', ''ἡ'', ''τοῦ'', ''θεοῦ'', ''μακροθυμία'', ''ἐν'', ''ἡμέραις'', ''νῶε'', ''κατασκευαζομένης'', ''κιβωτοῦ'', ''εἰς'', ''ἣν'', ''ὀλίγοι'', ''τοῦτ'', ''ἔστιν'', ''ὀκτὼ'', ''ψυχαί'', ''διεσώθησαν'', ''δι'', ''ὕδατος'']'	'[''ἀπειθέω'', ''ποτε'', ''ὅτε'', ''ἀπεκδέχομαι'', ''ὁ'', ''ὁ'', ''θεός'', ''μακροθυμία'', ''ἐν'', ''ἡμέρα'', ''νῶε'', ''κατάσκευάζω'', ''κιβωτός'', ''εἰς'', ''ὅς'', ''ὀλίγος'', ''τοῦτ'', ''εἰμί'', ''ὀκτώ'', ''ψυχή'', ''διασῴζω'', ''διά, ''ὕδωρ'']'	'[''VERB'', ''ADV'', ''CON'', ''VERB'', ''DET'', ''DET'', ''NOUN'', ''NOUN'', ''PREP'', ''NOUN'', ''PROPN'', ''VERB'', ''NOUN'', ''PREP'', ''PRON'', ''ADJ'', ''ADJ'', ''VERB'', ''NUM'', ''NOUN'', ''VERB'', ''PREP'', ''NOUN'']'
1PET 3.21	'[''ὃ'', ''καὶ'', ''ὑμᾶς'', ''ἀντίτυπον'', ''νῦν'', ''σῴζει'', ''βάπτισμα'', ''οὐ'', ''σαρκὸς'', ''ἀπόθεσις'', ''ῥύπου'', ''ἀλλὰ'', ''συνειδήσεως'', ''ἀγαθῆς'', ''ἐπερώτημα'', ''εἰς'', ''θεόν'', ''δι'', ''ἀναστάσεως'', ''ἰησοῦ'', ''χριστοῦ'']'	'[''ὁ'', ''καί'', ''ὑμεῖς'', ''ἀντίτυπος'', ''νῦν'', ''σῴζω'', ''βάπτισμα'', ''οὐ'', ''σάρξ'', ''ἀπόθεσις'', ''ῥύπος'', ''ἀλλά'', ''συνείδησις'', ''ἀγαθός'', ''ἐπερώτημα'', ''εἰς'', ''θεός'', ''διά, ''ἀνάστασις'', ''ἰησοῦς'', ''χριστός'']'	'[''PRON'', ''ADV'', ''PRON'', ''ADJ'', ''ADV'', ''VERB'', ''NOUN'', ''ADV'', ''NOUN'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''ADJ'', ''NOUN'', ''PREP'', ''NOUN'', ''PREP'', ''NOUN'', ''PROPN'', ''PROPN'']'
1PET 3.22	'[''ὅς'', ''ἐστιν'', ''ἐν'', ''δεξιᾷ'', ''θεοῦ'', ''πορευθεὶς'', ''εἰς'', ''οὐρανὸν'', ''ὑποταγέντων'', ''αὐτῷ'', ''ἀγγέλων'', ''καὶ'', ''ἐξουσιῶν'', ''καὶ'', ''δυνάμεων'']'	'[''ὅς'', ''εἰμί'', ''ἐν'', ''δεξία'', ''θεός'', ''πορεύομαι'', ''εἰς'', ''οὐρανός'', ''ὑποτάσσω'', ''αὐτός'', ''ἄγγελος'', ''καί'', ''ἐξουσία'', ''καί'', ''δύναμις'']'	'[''PRON'', ''VERB'', ''PREP'', ''ADJ'', ''NOUN'', ''VERB'', ''PREP'', ''NOUN'', ''VERB'', ''PRON'', ''NOUN'', ''CON'', ''NOUN'', ''CON'', ''NOUN'']'
1PET 4.1	'[''χριστοῦ'', ''οὖν'', ''παθόντος'', ''σαρκὶ'', ''καὶ'', ''ὑμεῖς'', ''τὴν'', ''αὐτὴν'', ''ἔννοιαν'', ''ὁπλίσασθε'', ''ὅτι'', ''ὁ'', ''παθὼν'', ''σαρκὶ'', ''πέπαυται'', ''ἁμαρτίας'']'	'[''χριστός'', ''οὖν'', ''πάσχω'', ''σάρξ'', ''καί'', ''ὑμεῖς'', ''ὁ'', ''αὐτός'', ''ἔννοια'', ''ὁπλίσασθεν'', ''ὅτι'', ''ὁ'', ''πάσχω'', ''σάρξ'', ''παύω'', ''ἁμαρτία'']'	'[''PROPN'', ''ADV'', ''VERB'', ''NOUN'', ''ADV'', ''PRON'', ''DET'', ''DET'', ''NOUN'', ''VERB'', ''CON'', ''DET'', ''VERB'', ''NOUN'', ''VERB'', ''NOUN'']'
1PET 4.2	'[''εἰς'', ''τὸ'', ''μηκέτι'', ''ἀνθρώπων'', ''ἐπιθυμίαις'', ''ἀλλὰ'', ''θελήματι'', ''θεοῦ'', ''τὸν'', ''ἐπίλοιπον'', ''ἐν'', ''σαρκὶ'', ''βιῶσαι'', ''χρόνον'']'	'[''εἰς'', ''ὁ'', ''μηκέτι'', ''ἄνθρωπος'', ''ἐπιθυμία'', ''ἀλλά'', ''θέλημα'', ''θεός'', ''ὁ'', ''ἐπίλοιπος'', ''ἐν'', ''σάρξ'', ''βιόω'', ''χρόνος'']'	'[''PREP'', ''DET'', ''ADV'', ''NOUN'', ''NOUN'', ''CON'', ''NOUN'', ''NOUN'', ''DET'', ''ADJ'', ''PREP'', ''NOUN'', ''VERB'', ''NOUN'']'
1PET 4.3	'[''ἀρκετὸς'', ''γὰρ'', ''ὁ'', ''παρεληλυθὼς'', ''χρόνος'', ''τὸ'', ''βούλημα'', ''τῶν'', ''ἐθνῶν'', ''κατειργάσθαι'', ''πεπορευμένους'', ''ἐν'', ''ἀσελγείαις'', ''ἐπιθυμίαις'', ''οἰνοφλυγίαις'', ''κώμοις'', ''πότοις'', ''καὶ'', ''ἀθεμίτοις'', ''εἰδωλολατρίαις'']'	'[''ἀρκετός'', ''γάρ'', ''ὁ'', ''παρέρχομαι'', ''χρόνος'', ''ὁ'', ''βούλημα'', ''ὁ'', ''ἔθνος'', ''κατεργάζομαι'', ''πορεύω'', ''ἐν'', ''ἀσελγεία'', ''ἐπιθυμία'', ''οἰνοφλυγία'', ''κῶμος'', ''πότος'', ''καί'', ''ἀθεμίστος'', ''εἰδωλολατρία'']'	'[''ADJ'', ''ADV'', ''DET'', ''VERB'', ''NOUN'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'', ''VERB'', ''PREP'', ''NOUN'', ''NOUN'', ''NOUN'', ''NOUN'', ''NOUN'', ''CON'', ''ADJ'', ''NOUN'']'
1PET 4.4	'[''ἐν'', ''ᾧ'', ''ξενίζονται'', ''μὴ'', ''συντρεχόντων'', ''ὑμῶν'', ''εἰς'', ''τὴν'', ''αὐτὴν'', ''τῆς'', ''ἀσωτίας'', ''ἀνάχυσιν'', ''βλασφημοῦντες'']'	'[''ἐν'', ''ὅς'', ''ξενίζω'', ''μή'', ''συντρέχω'', ''ὑμεῖς'', ''εἰς'', ''ὁ'', ''αὐτός'', ''ὁ'', ''ἀσωτία'', ''ἀνάχυσις'', ''βλασφημέω'']'	'[''PREP'', ''PRON'', ''VERB'', ''ADV'', ''VERB'', ''PRON'', ''PREP'', ''DET'', ''DET'', ''DET'', ''NOUN'', ''NOUN'', ''VERB'']'
1PET 4.5	'[''οἳ'', ''ἀποδώσουσιν'', ''λόγον'', ''τῷ'', ''ἑτοίμως'', ''ἔχοντι'', ''κρῖναι'', ''ζῶντας'', ''καὶ'', ''νεκρούς'']'	'[''ὁ'', ''ἀποδίδωμι'', ''λόγος'', ''ὁ'', ''ἑτοίμως'', ''ἔχω'', ''κρίνω'', ''ζῶ'', ''καί'', ''νεκρός'']'	'[''PRON'', ''VERB'', ''NOUN'', ''DET'', ''ADV'', ''VERB'', ''VERB'', ''VERB'', ''CON'', ''ADJ'']'
1PET 4.6	'[''εἰς'', ''τοῦτο'', ''γὰρ'', ''καὶ'', ''νεκροῖς'', ''εὐηγγελίσθη'', ''ἵνα'', ''κριθῶσι'', ''μὲν'', ''κατὰ'', ''ἀνθρώπους'', ''σαρκὶ'', ''ζῶσι'', ''δὲ'', ''κατὰ'', ''θεὸν'', ''πνεύματι'']'	'[''εἰς'', ''οὗτος'', ''γάρ'', ''καί'', ''νεκρός'', ''εὐαγγελίζομαι'', ''ἵνα'', ''κριθέω'', ''μέν'', ''κατά'', ''ἄνθρωπος'', ''σάρξ'', ''ζῶ'', ''δέ'', ''κατά'', ''θεός'', ''πνεῦμα'']'	'[''PREP'', ''ADJ'', ''ADV'', ''ADV'', ''ADJ'', ''VERB'', ''CON'', ''VERB'', ''ADV'', ''PREP'', ''NOUN'', ''NOUN'', ''VERB'', ''ADV'', ''PREP'', ''NOUN'', ''NOUN'']'
1PET 4.7	'[''πάντων'', ''δὲ'', ''τὸ'', ''τέλος'', ''ἤγγικεν'', ''σωφρονήσατε'', ''οὖν'', ''καὶ'', ''νήψατε'', ''εἰς'', ''προσευχάς'']'	'[''πᾶς'', ''δέ'', ''ὁ'', ''τέλος'', ''ἐγγίζω'', ''σωφρονήσατε'', ''οὖν'', ''καί'', ''νήψω'', ''εἰς'', ''προσευχή'']'	'[''DET'', ''ADV'', ''DET'', ''NOUN'', ''VERB'', ''VERB'', ''ADV'', ''CON'', ''VERB'', ''PREP'', ''NOUN'']'
1PET 4.8	'[''πρὸ'', ''πάντων'', ''τὴν'', ''εἰς'', ''ἑαυτοὺς'', ''ἀγάπην'', ''ἐκτενῆ'', ''ἔχοντες'', ''ὅτι'', ''ἀγάπη'', ''καλύπτει'', ''πλῆθος'', ''ἁμαρτιῶν'']'	'[''πρό'', ''πᾶς'', ''ὁ'', ''εἰς'', ''ἑαυτοῦ'', ''ἀγάπη'', ''ἐκτενής'', ''ἔχω'', ''ὅτι'', ''ἀγάπη'', ''καλύπτω'', ''πλῆθος'', ''ἁμαρτία'']'	'[''PREP'', ''ADJ'', ''DET'', ''PREP'', ''PRON'', ''NOUN'', ''ADJ'', ''VERB'', ''CON'', ''NOUN'', ''VERB'', ''NOUN'', ''NOUN'']'
1PET 4.9	'[''φιλόξενοι'', ''εἰς'', ''ἀλλήλους'', ''ἄνευ'', ''γογγυσμοῦ'']'	'[''φιλόξενος'', ''εἰς'', ''ἀλλήλων'', ''ἄνευ'', ''γογγυσμός'']'	'[''ADJ'', ''PREP'', ''PRON'', ''PREP'', ''NOUN'']'
1PET 4.10	'[''ἕκαστος'', ''καθὼς'', ''ἔλαβεν'', ''χάρισμα'', ''εἰς'', ''ἑαυτοὺς'', ''αὐτὸ'', ''διακονοῦντες'', ''ὡς'', ''καλοὶ'', ''οἰκονόμοι'', ''ποικίλης'', ''χάριτος'', ''θεοῦ'']'	'[''ἕκαστος'', ''καθώς'', ''λαμβάνω'', ''χάρισμα'', ''εἰς'', ''ἑαυτοῦ'', ''αὐτός'', ''διακονέω'', ''ὡς'', ''καλός'', ''οἰκονόμος'', ''ποικίλος'', ''χάρις'', ''θεός'']'	'[''ADJ'', ''ADV'', ''VERB'', ''NOUN'', ''PREP'', ''PRON'', ''PRON'', ''VERB'', ''ADV'', ''ADJ'', ''NOUN'', ''ADJ'', ''NOUN'', ''NOUN'']'
1PET 4.11	'[''εἴ'', ''τις'', ''λαλεῖ'', ''ὡς'', ''λόγια'', ''θεοῦ'', ''εἴ'', ''τις'', ''διακονεῖ'', ''ὡς'', ''ἐξ'', ''ἰσχύος'', ''ἧς'', ''χορηγεῖ'', ''ὁ'', ''θεός'', ''ἵνα'', ''ἐν'', ''πᾶσιν'', ''δοξάζηται'', ''ὁ'', ''θεὸς'', ''διὰ'', ''ἰησοῦ'', ''χριστοῦ'', ''ᾧ'', ''ἐστιν'', ''ἡ'', ''δόξα'', ''καὶ'', ''τὸ'', ''κράτος'', ''εἰς'', ''τοὺς'', ''αἰῶνας'', ''τῶν'', ''αἰώνων'', ''ἀμήν'']'	'[''εἰ'', ''τίς'', ''λαλέω'', ''ὡς'', ''λόγιον'', ''θεός'', ''εἰ'', ''τίς'', ''διακονέω'', ''ὡς'', ''ἐκ'', ''ἰσχύς'', ''ὅς'', ''χορηγέω'', ''ὁ'', ''θεός'', ''ἵνα'', ''ἐν'', ''πᾶς'', ''δοξάζω'', ''ὁ'', ''θεός'', ''διά'', ''ἰησοῦς'', ''χριστός'', ''ὅς'', ''εἰμί'', ''ὁ'', ''δόξα'', ''καί'', ''ὁ'', ''κράτος'', ''εἰς'', ''ὁ'', ''αἰών'', ''ὁ'', ''αἰών'', ''ἀμήν'']'	'[''CON'', ''ADJ'', ''VERB'', ''ADV'', ''NOUN'', ''NOUN'', ''CON'', ''ADJ'', ''VERB'', ''ADV'', ''PREP'', ''NOUN'', ''PRON'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''PREP'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''PREP'', ''PROPN'', ''PROPN'', ''PRON'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''INTJ'']'
1PET 4.12	'[''ἀγαπητοί'', ''μὴ'', ''ξενίζεσθε'', ''τῇ'', ''ἐν'', ''ὑμῖν'', ''πυρώσει'', ''πρὸς'', ''πειρασμὸν'', ''ὑμῖν'', ''γινομένῃ'', ''ὡς'', ''ξένου'', ''ὑμῖν'', ''συμβαίνοντος'']'	'[''ἀγαπητός'', ''μή'', ''ξενίζω'', ''ὁ'', ''ἐν'', ''ὑμεῖς'', ''πυρώσις'', ''πρός'', ''πειρασμός'', ''ὑμεῖς'', ''γίγνομαι'', ''ὡς'', ''ξένος'', ''ὑμεῖς'', ''συμβαίνω'']'	'[''ADJ'', ''ADV'', ''VERB'', ''DET'', ''PREP'', ''PRON'', ''NOUN'', ''PREP'', ''NOUN'', ''PRON'', ''VERB'', ''ADV'', ''ADJ'', ''PRON'', ''VERB'']'
1PET 4.13	'[''ἀλλὰ'', ''καθὸ'', ''κοινωνεῖτε'', ''τοῖς'', ''τοῦ'', ''χριστοῦ'', ''παθήμασιν'', ''χαίρετε'', ''ἵνα'', ''καὶ'', ''ἐν'', ''τῇ'', ''ἀποκαλύψει'', ''τῆς'', ''δόξης'', ''αὐτοῦ'', ''χαρῆτε'', ''ἀγαλλιώμενοι'']'	'[''ἀλλά'', ''καθό'', ''κοινωνέω'', ''ὁ'', ''ὁ'', ''χριστός'', ''πάθημα'', ''χαίρω'', ''ἵνα'', ''καί'', ''ἐν'', ''ὁ'', ''ἀποκάλυψις'', ''ὁ'', ''δόξα'', ''αὐτός'', ''χαίρω'', ''ἀγαλλιάω'']'	'[''CON'', ''ADV'', ''VERB'', ''DET'', ''DET'', ''PROPN'', ''NOUN'', ''VERB'', ''CON'', ''ADV'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''VERB'']'
1PET 4.14	'[''εἰ'', ''ὀνειδίζεσθε'', ''ἐν'', ''ὀνόματι'', ''χριστοῦ'', ''μακάριοι'', ''ὅτι'', ''τὸ'', ''τῆς'', ''δόξης'', ''καὶ'', ''τὸ'', ''τοῦ'', ''θεοῦ'', ''πνεῦμα'', ''ἐφ'', ''ὑμᾶς'', ''ἀναπαύεται'']'	'[''εἰ'', ''ὀνειδίζω'', ''ἐν'', ''ὄνομα'', ''χριστός'', ''μακάριος'', ''ὅτι'', ''ὁ'', ''ὁ'', ''δόξα'', ''καί'', ''ὁ'', ''ὁ'', ''θεός'', ''πνεῦμα'', ''ἐφ'', ''ὑμεῖς'', ''ἀναπαύω'']'	'[''CON'', ''VERB'', ''PREP'', ''NOUN'', ''PROPN'', ''ADJ'', ''CON'', ''DET'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''DET'', ''NOUN'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'']'
1PET 4.15	'[''μὴ'', ''γάρ'', ''τις'', ''ὑμῶν'', ''πασχέτω'', ''ὡς'', ''φονεὺς'', ''ἢ'', ''κλέπτης'', ''ἢ'', ''κακοποιὸς'', ''ἢ'', ''ὡς'', ''ἀλλοτριεπίσκοπος'']'	'[''μή'', ''γάρ'', ''τίς'', ''ὑμεῖς'', ''πάσχω'', ''ὡς'', ''φονεύς'', ''ἤ'', ''κλέπτης'', ''ἤ'', ''κακοποιός'', ''ἤ'', ''ὡς'', ''ἀλλοτριεπίσκοπος'']'	'[''ADV'', ''ADV'', ''ADJ'', ''PRON'', ''VERB'', ''ADV'', ''NOUN'', ''CON'', ''NOUN'', ''CON'', ''ADJ'', ''CON'', ''ADV'', ''NOUN'']'
1PET 4.16	'[''εἰ'', ''δὲ'', ''ὡς'', ''χριστιανός'', ''μὴ'', ''αἰσχυνέσθω'', ''δοξαζέτω'', ''δὲ'', ''τὸν'', ''θεὸν'', ''ἐν'', ''τῷ'', ''ὀνόματι'', ''τούτῳ'']'	'[''εἰ'', ''δέ'', ''ὡς'', ''χριστιανός'', ''μή'', ''αἰσχυνέω'', ''δοξάζω'', ''δέ'', ''ὁ'', ''θεός'', ''ἐν'', ''ὁ'', ''ὄνομα'', ''οὗτος'']'	'[''CON'', ''ADV'', ''ADV'', ''ADJ'', ''ADV'', ''VERB'', ''VERB'', ''ADV'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''DET'']'
1PET 4.17	'[''ὅτι'', ''ὁ'', ''καιρὸς'', ''τοῦ'', ''ἄρξασθαι'', ''τὸ'', ''κρίμα'', ''ἀπὸ'', ''τοῦ'', ''οἴκου'', ''τοῦ'', ''θεοῦ'', ''εἰ'', ''δὲ'', ''πρῶτον'', ''ἀφ'', ''ἡμῶν'', ''τί'', ''τὸ'', ''τέλος'', ''τῶν'', ''ἀπειθούντων'', ''τῷ'', ''τοῦ'', ''θεοῦ'', ''εὐαγγελίῳ'']'	'[''ὅτι'', ''ὁ'', ''καιρός'', ''ὁ'', ''ἄρχω'', ''ὁ'', ''κρίμα'', ''ἀπό'', ''ὁ'', ''οἶκος'', ''ὁ'', ''θεός'', ''εἰ'', ''δέ'', ''πρῶτος'', ''ἀπό, ''ἡμεῖς'', ''τίς'', ''ὁ'', ''τέλος'', ''ὁ'', ''ἀπειθέω'', ''ὁ'', ''ὁ'', ''θεός'', ''εὐαγγέλιον'']'	'[''ADV'', ''DET'', ''NOUN'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''ADV'', ''ADJ'', ''PREP'', ''PRON'', ''PRON'', ''DET'', ''NOUN'', ''DET'', ''VERB'', ''DET'', ''DET'', ''NOUN'', ''NOUN'']'
1PET 4.18	'[''καὶ'', ''εἰ'', ''ὁ'', ''δίκαιος'', ''μόλις'', ''σῴζεται'', ''ὁ'', ''ἀσεβὴς'', ''καὶ'', ''ἁμαρτωλὸς'', ''ποῦ'', ''φανεῖται'']'	'[''καί'', ''εἰ'', ''ὁ'', ''δίκαιος'', ''μόλις'', ''σῴζω'', ''ὁ'', ''ἀσεβής'', ''καί'', ''ἁμαρτωλός'', ''ποῦ'', ''φαίνω'']'	'[''CON'', ''CON'', ''DET'', ''ADJ'', ''ADV'', ''VERB'', ''DET'', ''ADJ'', ''CON'', ''ADJ'', ''ADV'', ''VERB'']'
1PET 4.19	'[''ὥστε'', ''καὶ'', ''οἱ'', ''πάσχοντες'', ''κατὰ'', ''τὸ'', ''θέλημα'', ''τοῦ'', ''θεοῦ'', ''πιστῷ'', ''κτίστῃ'', ''παρατιθέσθωσαν'', ''τὰς'', ''ψυχὰς'', ''αὐτῶν'', ''ἐν'', ''ἀγαθοποιΐᾳ'']'	'[''ὥστε'', ''καί'', ''ὁ'', ''πάσχω'', ''κατά'', ''ὁ'', ''θέλημα'', ''ὁ'', ''θεός'', ''πιστός'', ''κτίστης'', ''παρατιθημι'', ''ὁ'', ''ψυχή'', ''αὐτός'', ''ἐν'', ''ἀγαθοποιΐα'']'	'[''ADV'', ''ADV'', ''DET'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''ADJ'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'', ''PRON'', ''PREP'', ''NOUN'']'
